,distance_anomaly_score,recon_loss
0,0.060198767,-1.904470574
1,0.060198767,-1.904470594
2,0.060198767,-1.904470593
3,0.060198767,-1.904470574
4,-3.979059053,5.224648263
5,0.060198767,4.03646179
6,0.060198767,3.187757164
7,0.060198767,2.551228694
8,0.060198767,2.056150996
9,0.060198767,1.660088844
10,0.060198767,1.336037988
11,0.060198767,1.065995608
12,0.060198767,0.837498208
13,0.060198767,0.641643293
14,0.060198767,0.471902368
15,0.060198767,0.323379063
16,0.060198767,0.192329084
17,0.060198767,0.075840214
18,0.060198767,-0.028386671
19,2.205534956,8.206142989
20,0.060198767,7.72468524
21,0.060198767,7.286996455
22,2.505494131,6.901412469
23,-1.083939718,6.534682006
24,-1.083939718,6.197289979
25,-1.083939718,5.885851185
26,-0.774687788,5.601205548
27,0.060198767,5.333145675
28,-0.774687788,5.087189569
29,2.505494131,4.864902076
30,0.060198767,4.646535216
31,-1.244726232,5.496126282
32,2.605597138,5.272157326
33,0.060198767,5.061080035
34,0.060198767,4.862064301
35,0.060198767,4.674105001
36,0.060198767,4.496305661
37,0.060198767,4.327864181
38,0.060198767,4.168060725
39,0.060198767,4.016247442
40,0.060198767,3.871839686
41,0.060198767,3.73430849
42,0.060198767,3.603174093
43,0.060198767,3.478000351
44,0.060198767,3.358389886
45,0.060198767,3.243979875
46,0.060198767,3.134438376
47,0.060198767,3.029461107
48,0.060198767,2.928768624
49,0.060198767,2.83210384
50,0.060198767,2.739229832
51,0.060198767,2.6499279
52,0.060198767,2.563995853
53,0.060198767,2.481246476
54,0.060198767,2.401506166
55,0.060198767,2.324613724
56,0.060198767,2.250419263
57,0.060198767,2.178783231
58,0.060198767,2.109575539
59,0.060198767,2.042674771
60,0.060198767,1.97796747
61,0.060198767,1.915347502
62,0.060198767,1.854715469
63,0.060198767,1.795978186
64,0.060198767,1.739048205
65,0.060198767,1.683843375
66,0.060198767,1.63028645
67,0.060198767,1.57830473
68,0.060198767,1.527829725
69,0.060198767,1.478796864
70,0.060198767,1.43114521
71,0.060198767,1.384817212
72,0.060198767,1.339758475
73,0.060198767,1.295917543
74,0.060198767,1.253245702
75,0.060198767,1.211696803
76,0.060198767,1.171227097
77,0.060198767,1.131795075
78,0.060198767,1.093361332
79,0.060198767,1.055888434
80,0.060198767,1.019340792
81,0.060198767,0.983684556
82,0.060198767,0.948887506
83,0.060198767,0.914918957
84,0.060198767,0.881749668
85,0.060198767,0.849351759
86,0.060198767,0.817698629
87,0.060198767,0.786764888
88,0.060198767,0.756526287
89,0.060198767,0.726959655
90,0.060198767,0.698042839
91,0.060198767,0.669754651
92,0.060198767,0.64207481
93,0.060198767,0.614983901
94,0.060198767,0.588463328
95,0.060198767,0.562495266
96,0.060198767,0.537062628
97,0.060198767,0.512149024
98,0.060198767,0.487738725
99,0.060198767,0.463816632
100,0.060198767,0.440368244
101,0.060198767,0.417379628
102,0.060198767,0.394837393
103,0.060198767,0.372728662
104,0.060198767,0.351041051
105,0.060198767,0.329762639
106,0.060198767,0.308881955
107,0.060198767,0.28838795
108,0.060198767,0.268269982
109,0.060198767,0.248517795
110,0.060198767,0.229121503
111,0.060198767,0.210071574
112,0.060198767,0.191358812
113,0.060198767,0.172974344
114,0.060198767,0.154909605
115,1.707942583,0.997286578
116,0.060198767,0.972485264
117,0.060198767,0.948104297
118,2.505494131,0.926847662
119,-1.083939718,0.90328961
120,-1.083939718,0.880120946
121,-1.083939718,0.857332097
122,-1.083939718,0.834913798
123,-1.083939718,0.812857086
124,0.060198767,0.791118464
125,-1.083939718,0.76975944
126,-1.083939718,0.748736778
127,2.505494131,0.730532315
128,-1.083939718,0.710139672
129,-3.288403333,0.8801116
130,0.350832391,1.099355534
131,0.060198767,1.076599295
132,0.060198767,1.054185236
133,0.060198767,1.032105715
134,0.060198767,1.010353297
135,0.060198767,0.988920769
136,0.060198767,0.967801124
137,0.060198767,0.946987561
138,0.060198767,0.926473474
139,0.060198767,0.906252445
140,0.060198767,0.886318239
141,0.060198767,0.866664797
142,0.060198767,0.847286227
143,0.060198767,0.828176806
144,0.060198767,0.809330962
145,0.060198767,0.79074328
146,0.060198767,0.772408492
147,0.060198767,0.754321471
148,0.060198767,0.736477229
149,0.060198767,0.71887091
150,0.060198767,0.701497788
151,0.060198767,0.684353259
152,0.060198767,0.667432842
153,0.060198767,0.65073217
154,0.060198767,0.634246991
155,0.060198767,0.617973161
156,0.060198767,0.60190664
157,0.060198767,0.586043494
158,0.060198767,0.570379883
159,0.060198767,0.554912067
160,0.060198767,0.539636399
161,0.060198767,0.524549319
162,0.060198767,0.509647356
163,0.060198767,0.494927125
164,0.060198767,0.480385321
165,0.060198767,0.466018719
166,0.060198767,0.451824172
167,2.614532759,0.640712693
168,0.060198767,0.62565244
169,-9.09490979,0.763239864
170,2.505494131,0.749528314
171,-1.083939718,0.734123389
172,-1.083939718,0.718896557
173,-1.083939718,0.703844745
174,-1.083939718,0.688964954
175,-1.083939718,0.674254252
176,-1.083939718,0.659709773
177,-1.083939718,0.645328714
178,-1.083939718,0.631108338
179,2.505494131,0.618816434
180,0.060198767,0.604875626
181,2.548944135,0.961613235
182,0.060198767,0.945951575
183,0.060198767,0.93046015
184,0.060198767,0.9151362
185,0.060198767,0.899977024
186,0.060198767,0.884979978
187,0.060198767,0.870142475
188,0.060198767,0.855461983
189,0.060198767,0.840936022
190,0.060198767,0.826562165
191,0.060198767,0.812338036
192,0.060198767,0.798261308
193,0.060198767,0.7843297
194,0.060198767,0.770540981
195,0.060198767,0.756892963
196,0.060198767,0.743383503
197,0.060198767,0.730010503
198,0.060198767,0.716771904
199,0.060198767,0.703665692
200,0.060198767,0.690689889
201,0.060198767,0.677842561
202,0.060198767,0.665121806
203,0.060198767,0.652525765
204,0.060198767,0.640052612
205,0.060198767,0.627700558
206,0.060198767,0.615467847
207,0.060198767,0.603352759
208,0.060198767,0.591353604
209,0.060198767,0.579468727
210,0.060198767,0.567696503
211,0.060198767,0.556035337
212,0.060198767,0.544483666
213,2.205534956,1.311388929
214,0.060198767,1.296431443
215,-9.09490979,1.401612388
216,2.505494131,1.387865629
217,-1.083939718,1.372783132
218,-1.083939718,1.357838379
219,-1.083939718,1.343029476
220,-1.083939718,1.328354597
221,-1.083939718,1.313811925
222,-1.083939718,1.29939968
223,-1.083939718,1.285116116
224,2.505494131,1.272375891
225,-1.083939718,1.258338305
226,0.060198767,1.24440523
227,2.605597138,1.230636563
228,0.060198767,1.216946139
229,0.060198767,1.203374762
230,0.060198767,1.189920886
231,0.060198767,1.176582992
232,0.060198767,1.163359586
233,0.060198767,1.150249201
234,0.060198767,1.137250393
235,0.060198767,1.124361745
236,0.060198767,1.111581862
237,0.060198767,1.098909372
238,0.060198767,1.086342929
239,0.060198767,1.073881206
240,0.060198767,1.0615229
241,0.060198767,1.049266729
242,0.060198767,1.037111431
243,0.060198767,1.025055767
244,0.060198767,1.013098517
245,0.060198767,1.00123848
246,0.060198767,0.989474476
247,0.060198767,0.977805342
248,0.060198767,0.966229937
249,0.060198767,0.954747135
250,0.060198767,0.943355829
251,0.060198767,0.932054931
252,0.060198767,0.920843368
253,0.060198767,0.909720084
254,0.060198767,0.898684043
255,0.060198767,0.88773422
256,0.060198767,0.87686961
257,0.060198767,0.866089221
258,0.060198767,0.855392079
259,0.060198767,0.844777223
260,0.060198767,0.834243706
261,0.060198767,0.823790599
262,0.060198767,0.813416982
263,0.060198767,0.803121953
264,2.614532759,0.921544497
265,0.060198767,0.910920376
266,2.505494131,0.901585711
267,-1.083939718,0.891131591
268,-1.083939718,0.880755196
269,0.060198767,0.870439544
270,-1.083939718,0.860216083
271,-1.083939718,0.850067793
272,0.060198767,0.839977909
273,-1.083939718,0.829977557
274,-1.083939718,0.820049934
275,0.060198767,0.810178483
276,2.505494131,0.801544505
277,-1.244729877,0.913170056
278,2.605597138,0.90310547
279,0.060198767,0.893078413
280,0.060198767,0.883122723
281,0.060198767,0.87323764
282,0.060198767,0.863422416
283,0.060198767,0.853676315
284,0.060198767,0.843998606
285,0.060198767,0.834388574
286,0.060198767,0.824845511
287,0.060198767,0.815368719
288,0.060198767,0.80595751
289,0.060198767,0.796611206
290,0.060198767,0.787329138
291,0.060198767,0.778110646
292,0.060198767,0.768955079
293,0.060198767,0.759861794
294,0.060198767,0.750830159
295,0.060198767,0.741859549
296,0.060198767,0.732949346
297,0.060198767,0.724098944
298,0.060198767,0.715307741
299,0.060198767,0.706575147
300,0.060198767,0.697900576
301,0.060198767,0.697900579
302,0.060198767,0.697900564
303,0.060198767,0.697900565
304,0.060198767,0.697900578
305,0.060198767,0.579476673
306,0.060198767,0.579476673
307,0.060198767,0.579476673
308,0.060198767,0.579476675
309,0.060198767,0.579476678
310,0.060198767,0.57947668
311,0.060198767,0.579476683
312,0.060198767,0.579476678
313,0.060198767,0.579476673
314,0.060198767,0.579476673
315,0.060198767,0.579476673
316,0.060198767,0.579476673
317,0.060198767,0.579476673
318,0.060198767,0.579476673
319,0.060198767,0.579476673
320,0.060198767,0.026098982
321,0.060198767,0.026098985
322,2.614532759,0.139353361
323,0.060198767,0.138280151
324,2.505494131,0.13933892
325,-1.083939718,0.139338917
326,-1.083939718,0.139338912
327,-1.083939718,0.139004899
328,-1.083939718,0.139019357
329,-1.083939718,0.138685346
330,0.060198767,0.137612139
331,-1.083939718,0.137626597
332,-1.083939718,0.025554945
333,2.505494131,0.026596194
334,-1.244729877,0.138682288
335,2.605597138,0.138714257
336,0.060198767,0.13871427
337,0.060198767,0.138714266
338,0.060198767,0.138714265
339,0.060198767,0.138714263
340,0.060198767,0.138714265
341,0.060198767,0.138714267
342,0.060198767,0.13871427
343,0.060198767,0.138714273
344,0.060198767,0.138714268
345,0.060198767,0.138714262
346,0.060198767,0.138714265
347,0.060198767,0.138714265
348,0.060198767,0.138714263
349,0.060198767,0.138714263
350,0.060198767,0.138714263
351,0.060198767,0.138714263
352,0.060198767,0.138714248
353,0.060198767,0.138714251
354,0.060198767,0.138714253
355,0.060198767,0.138714253
356,0.060198767,0.13871427
357,0.060198767,0.13871427
358,0.060198767,0.138714265
359,-0.703016965,0.35725965
360,-0.703016965,0.575805034
361,0.060198767,0.57580503
362,0.060198767,0.57580503
363,0.060198767,0.57580503
364,0.058183515,0.689773186
365,0.058857695,0.803997163
366,0.060198767,0.803997148
367,0.060198767,0.803997152
368,0.060198767,0.803997165
369,0.058183515,0.917965314
370,0.060198767,0.917965312
371,2.614532759,1.031219683
372,0.060198767,1.031219687
373,-9.09490979,1.117332609
374,1.749257076,1.117597847
375,-1.083939718,1.117612307
376,-1.083939718,1.117626761
377,0.060198767,1.117626756
378,-0.774687788,1.117975226
379,-0.774687788,1.118323694
380,0.060198767,1.118323693
381,-1.083939718,1.118338152
382,2.505494131,1.119411362
383,-1.244726232,1.231497472
384,2.605597138,1.231529424
385,0.060198767,1.231529427
386,0.060198767,1.231529431
387,0.060198767,1.231529428
388,0.060198767,1.23152944
389,0.060198767,1.231529443
390,0.060198767,1.231529438
391,0.060198767,1.231529435
392,0.060198767,1.231529434
393,0.060198767,1.231529435
394,0.060198767,1.231529436
395,0.058857695,1.345753414
396,0.060198767,1.345753417
397,0.060198767,1.345753417
398,0.060198767,1.345753402
399,0.060198767,1.345753406
400,0.060198767,1.345753419
401,0.060198767,1.345753414
402,0.060198767,1.345753414
403,0.060198767,1.345753412
404,0.060198767,1.345753418
405,0.060198767,1.345753424
406,0.060198767,1.345753423
407,0.060198767,1.345753422
408,0.060198767,1.345753416
409,0.060198767,1.345753412
410,0.060198767,1.345753415
411,0.060198767,1.345753414
412,0.060198767,1.345753412
413,0.060198767,1.345753412
414,0.060198767,1.345753413
415,0.060198767,1.345753413
416,0.060198767,1.014274632
417,0.060198767,1.014274635
418,0.060198767,1.014274623
419,0.060198767,1.01320141
420,2.614532759,1.126441337
421,0.060198767,1.126426882
422,-8.758856463,1.359561016
423,-1.244729877,1.471632718
424,-1.244729877,1.583704372
425,-1.244729877,1.695790485
426,-1.244729877,1.807862141
427,-1.244729877,1.919933798
428,-1.244729877,2.030946704
429,0.060198767,2.030932245
430,-1.244729877,2.060922129
431,-8.758856463,2.189401171
432,-1.244729877,2.301487336
433,-1.244729877,2.413573451
434,2.605597138,2.413605415
435,0.060198767,2.413605359
436,0.060198767,2.413605365
437,0.060198767,2.413605423
438,0.060198767,2.413605421
439,0.060198767,2.413605421
440,0.060198767,2.413605415
441,0.060198767,2.413605411
442,0.060198767,2.413605413
443,0.060198767,2.413605412
444,0.060198767,2.413605359
445,0.060198767,2.413605359
446,0.060198767,2.413605411
447,0.060198767,2.413605411
448,0.060198767,2.413605415
449,0.060198767,2.413605418
450,0.060198767,2.413605405
451,0.060198767,2.4136054
452,0.060198767,2.413605412
453,0.060198767,2.413605418
454,0.060198767,2.413605413
455,0.060198767,2.413605409
456,0.060198767,2.413605408
457,0.060198767,2.413605409
458,0.060198767,2.41360541
459,0.060198767,2.413605413
460,0.060198767,2.413605413
461,0.060198767,2.413605413
462,0.060198767,2.413605413
463,0.060198767,2.413605412
464,0.060198767,2.413605413
465,0.060198767,2.413605415
466,0.060198767,2.413605415
467,0.060198767,2.413605359
468,0.060198767,2.300350992
469,0.060198767,2.300351049
470,0.060198767,2.214238135
471,0.060198767,2.213164924
472,0.060198767,2.213150465
473,0.060198767,2.213136005
474,0.060198767,2.21312155
475,0.060198767,2.213107091
476,0.060198767,2.213092579
477,0.060198767,2.21307812
478,0.060198767,2.213063715
479,0.060198767,2.213049256
480,0.060198767,2.211976051
481,0.060198767,2.211976053
482,0.060198767,1.987937531
483,0.060198767,1.987937525
484,0.060198767,1.987937536
485,0.060198767,1.987937542
486,0.060198767,1.987937537
487,0.060198767,1.987937533
488,0.060198767,1.987937532
489,0.060198767,1.987937533
490,0.060198767,1.987937534
491,0.060198767,1.987937537
492,0.060198767,1.987937537
493,0.060198767,1.987937537
494,0.060198767,1.987937537
495,0.060198767,1.987937537
496,0.060198767,1.987937537
497,0.060198767,1.98793754
498,0.060198767,1.987937539
499,0.060198767,1.987937483
500,0.060198767,1.987937487
501,0.060198767,1.987937545
502,0.060198767,1.987937541
503,0.060198767,1.987937537
504,0.060198767,1.987937537
505,0.060198767,1.987937535
506,0.060198767,1.987937538
507,0.060198767,1.987937537
508,0.060198767,1.987937483
509,0.060198767,1.987937483
510,0.060198767,1.987937536
511,0.060198767,1.987937536
512,0.060198767,1.987937537
513,0.060198767,1.987937539
514,0.060198767,1.434559866
515,0.060198767,1.43455986
516,0.060198767,1.348446945
517,2.614532759,1.460628114
518,0.060198767,1.460613653
519,-9.09490979,1.546712109
520,2.505494131,1.547770855
521,-1.083939718,1.547770853
522,-1.083939718,1.547770854
523,-1.083939718,1.547770857
524,-1.083939718,1.547770857
525,-1.083939718,1.546712106
526,-1.083939718,1.546712106
527,-1.083939718,1.546726566
528,-1.083939718,1.54670906
529,2.505494131,1.547782273
530,0.060198767,1.547782272
531,2.605597138,1.54781418
532,0.060198767,1.547814187
533,0.060198767,1.547814247
534,0.060198767,1.547814238
535,0.060198767,1.547814232
536,0.060198767,1.547814231
537,0.060198767,1.54781423
538,0.060198767,1.547814232
539,0.060198767,1.547814232
540,0.060198767,1.547814178
541,0.060198767,1.547814178
542,0.060198767,1.547814233
543,0.060198767,1.547814233
544,0.060198767,1.547814232
545,0.060198767,1.547814235
546,0.060198767,1.547814237
547,0.060198767,1.547814231
548,0.060198767,1.547814226
549,0.060198767,1.547814229
550,0.060198767,1.547814229
551,0.060198767,1.547814228
552,0.060198767,1.547814227
553,0.060198767,1.547814228
554,0.060198767,1.547814229
555,0.060198767,1.547814232
556,0.060198767,1.547814232
557,0.060198767,1.547814229
558,0.060198767,1.547814229
559,0.060198767,1.547814232
560,0.060198767,1.547814232
561,0.060198767,1.547814234
562,0.060198767,1.547814237
563,-0.703016965,1.766359568
564,0.060198767,1.76635957
565,0.060198767,1.653105258
566,0.060198767,1.653105249
567,0.060198767,1.652032035
568,0.060198767,1.652017576
569,0.060198767,1.652003119
570,0.060198767,1.652003122
571,0.060198767,1.651988663
572,0.060198767,1.651974151
573,0.060198767,1.651974151
574,0.060198767,1.651959748
575,0.060198767,1.65194529
576,0.060198767,1.651945292
577,0.060198767,1.650872085
578,0.060198767,1.538785971
579,0.060198767,1.538754003
580,0.060198767,1.538753998
581,0.060198767,1.538754001
582,0.060198767,1.538754001
583,0.060198767,1.538754
584,0.060198767,1.538753999
585,0.060198767,1.538754
586,0.060198767,1.538754001
587,0.060198767,1.538754004
588,0.060198767,1.538754004
589,0.060198767,1.538754002
590,0.060198767,1.538754001
591,0.060198767,1.538754004
592,0.060198767,1.538754004
593,0.060198767,1.538754006
594,0.060198767,1.538754009
595,0.060198767,1.538753952
596,0.060198767,1.538753959
597,0.060198767,1.538754017
598,0.060198767,1.538754008
599,0.060198767,1.538754001
600,0.060198767,1.538754001
601,0.060198767,1.538754002
602,0.060198767,1.538754005
603,0.060198767,1.538754004
604,0.060198767,1.53875395
605,0.060198767,1.53875395
606,0.060198767,1.538754005
607,0.060198767,1.538754005
608,0.060198767,1.538754008
609,0.060198767,1.538754008
610,0.060198767,1.538754006
611,0.060198767,1.538754003
612,0.060198767,1.538753998
613,0.060198767,1.538754001
614,-3.886904084,1.771190537
615,2.551823067,1.881969072
616,0.060198767,1.881969072
617,2.505494131,1.883042282
618,-1.083939718,1.883056739
619,-1.083939718,1.8830712
620,-1.083939718,1.883085658
621,0.060198767,1.883085656
622,-1.083939718,1.883100114
623,0.060198767,1.769845743
624,-1.083939718,1.769860201
625,-1.083939718,1.768801455
626,2.505494131,1.769860209
627,-1.083939718,1.769860149
628,2.605597138,1.769877661
629,0.060198767,1.769863265
630,0.060198767,1.7698488
631,0.060198767,1.769848794
632,0.060198767,1.769834332
633,0.060198767,1.769819875
634,0.060198767,1.768746668
635,0.060198767,1.656660554
636,0.060198767,1.656628539
637,0.060198767,1.656628539
638,0.060198767,1.656628594
639,0.060198767,1.656628597
640,0.060198767,1.656628599
641,0.060198767,1.656628597
642,0.060198767,1.656628595
643,0.060198767,1.656628592
644,0.060198767,1.656628587
645,0.060198767,1.65662859
646,0.060198767,1.65662859
647,0.060198767,1.656628589
648,0.060198767,1.656628588
649,0.060198767,1.656628589
650,0.060198767,1.65662859
651,0.060198767,1.656628593
652,0.060198767,1.656628593
653,0.060198767,1.65662859
654,0.060198767,1.65662859
655,0.060198767,1.65662859
656,0.060198767,1.65662859
657,0.060198767,1.656628593
658,0.060198767,1.656628595
659,0.060198767,1.656628538
660,0.060198767,1.438083156
661,0.060198767,1.21953783
662,0.060198767,1.219537828
663,0.060198767,1.219537825
664,0.060198767,1.219537822
665,0.060198767,1.10556967
666,0.060198767,0.991345695
667,0.060198767,0.991345695
668,0.060198767,0.991345643
669,0.060198767,0.991345643
670,0.060198767,0.877377546
671,0.060198767,0.877377549
672,0.060198767,0.764123179
673,0.060198767,0.764123176
674,0.060198767,0.678010262
675,0.060198767,0.677745014
676,0.060198767,0.677730556
677,0.060198767,0.677716098
678,0.060198767,0.677716098
679,0.060198767,0.677367629
680,0.060198767,0.67701916
681,0.060198767,0.67701916
682,0.060198767,0.677004701
683,0.060198767,0.675931494
684,0.060198767,0.563845381
685,0.060198767,0.563813417
686,0.060198767,0.563813417
687,0.060198767,0.563813417
688,0.060198767,0.563813417
689,0.060198767,0.563813419
690,0.060198767,0.563813422
691,0.060198767,0.563813364
692,0.060198767,0.563813367
693,0.060198767,0.563813425
694,0.060198767,0.563813423
695,0.060198767,0.56381342
696,0.060198767,0.449589441
697,0.060198767,0.449589441
698,0.060198767,0.449589441
699,0.060198767,0.449589441
700,0.060198767,0.44958939
701,0.060198767,0.44958939
702,0.060198767,0.449589444
703,0.060198767,0.449589447
704,0.060198767,0.449589448
705,0.060198767,0.449589445
706,0.060198767,0.449589441
707,0.060198767,0.449589441
708,0.060198767,0.449589441
709,0.060198767,0.449589441
710,0.060198767,0.449589441
711,0.060198767,0.449589441
712,0.060198767,0.449589441
713,0.060198767,0.449589441
714,0.060198767,0.449589441
715,0.060198767,0.449589441
716,0.060198767,0.449589441
717,0.060198767,0.449589441
718,0.060198767,0.449589441
719,0.060198767,0.449589441
720,0.060198767,0.449589441
721,0.060198767,0.33633507
722,0.060198767,0.336335073
723,0.060198767,0.10318642
724,0.060198767,-0.00889969
725,0.060198767,-0.120985796
726,2.614532759,-0.119817538
727,0.060198767,-0.231903656
728,0.060198767,-0.343989771
729,2.505494131,-0.455002674
730,-1.083939718,-0.454988218
731,-1.083939718,-0.567059873
732,0.060198767,-0.800208522
733,-0.774687788,-0.911946166
734,-8.949017191,-0.864688477
735,-1.083939718,-0.864705948
736,2.505494131,-0.863632737
737,0.060198767,-0.863632742
738,-1.244729877,-0.751546633
739,2.605597138,-0.751514666
740,0.060198767,-0.751514667
741,0.060198767,-0.751514669
742,0.060198767,-0.751514666
743,0.060198767,-0.751514666
744,0.060198767,-0.751514669
745,0.060198767,-0.751514669
746,0.060198767,-0.75151467
747,0.060198767,-0.751514703
748,0.060198767,-0.751514702
749,0.060198767,-0.751514666
750,0.060198767,-0.751514666
751,0.060198767,-0.751514669
752,0.060198767,-0.751514669
753,0.060198767,-0.751514669
754,0.060198767,-0.751514667
755,0.060198767,-0.75151467
756,0.060198767,-0.751514668
757,0.060198767,-0.751514662
758,0.060198767,-0.751514664
759,0.060198767,-0.751514666
760,0.060198767,-0.751514669
761,0.060198767,-0.751514669
762,0.060198767,-0.751514669
763,0.060198767,-0.751514669
764,0.060198767,-0.751514669
765,0.060198767,-0.751514669
766,0.060198767,-0.751514666
767,0.060198767,-0.751514664
768,0.060198767,-0.751514662
769,0.060198767,-0.751514665
770,0.060198767,-0.751514669
771,0.060198767,-0.751514667
772,0.060198767,-0.751514667
773,0.060198767,-0.751514669
774,0.060198767,-0.751514666
775,0.060198767,-0.751514666
776,0.060198767,-0.751514669
777,0.060198767,-0.751514669
778,0.060198767,-0.75151467
779,0.060198767,-0.751514703
780,0.060198767,-0.751514702
781,0.060198767,-0.751514666
782,0.060198767,-0.751514666
783,0.060198767,-0.751514669
784,0.060198767,-0.751514669
785,0.060198767,-0.751514669
786,0.060198767,-0.751514667
787,0.060198767,-0.75151467
788,0.060198767,-0.751514668
789,0.060198767,-0.751514662
790,0.060198767,-0.751514664
791,0.060198767,-0.751514666
792,0.060198767,-0.751514669
793,0.060198767,-0.751514669
794,0.060198767,-0.751514669
795,0.060198767,-0.751514669
796,0.060198767,-0.751514669
797,0.060198767,-0.751514669
798,0.060198767,-0.751514666
799,0.060198767,-0.751514664
800,0.060198767,-0.751514662
801,0.060198767,-0.751514665
802,0.060198767,-0.751514669
803,0.060198767,-0.751514667
804,0.060198767,-0.751514667
805,0.060198767,-0.751514669
806,0.060198767,-0.751514666
807,0.060198767,-0.751514666
808,2.614532759,-0.638260296
809,0.060198767,-0.638260298
810,0.060198767,-0.638260299
811,2.505494131,-0.637187122
812,-1.083939718,-0.637172666
813,-1.083939718,-0.637158172
814,0.060198767,-0.637158172
815,-1.083939718,-0.637143716
816,-1.083939718,-0.637129258
817,-1.083939718,-0.6371148
818,-1.083939718,-0.750354712
819,-1.083939718,-0.750340258
820,1.749257076,-0.836187924
821,-1.083939718,-0.837246664
822,-1.244729877,-0.725175007
823,2.605597138,-0.725157503
824,0.060198767,-0.725171961
825,0.060198767,-0.72518642
826,0.060198767,-0.725200881
827,0.060198767,-0.725215339
828,0.060198767,-0.725229797
829,0.060198767,-0.725244255
830,0.060198767,-0.726317463
831,0.060198767,-0.72631746
832,0.060198767,-0.726349421
833,0.060198767,-0.726349426
834,0.060198767,-0.72634943
835,0.060198767,-0.726349425
836,0.060198767,-0.726349424
837,0.060198767,-0.726349427
838,0.060198767,-0.726349424
839,0.060198767,-0.726349424
840,0.060198767,-0.726349427
841,0.060198767,-0.726349427
842,0.060198767,-0.726349428
843,0.060198767,-0.726349461
844,0.060198767,-0.72634946
845,0.060198767,-0.726349424
846,0.060198767,-0.726349424
847,0.060198767,-0.726349427
848,0.060198767,-0.726349427
849,0.060198767,-0.726349427
850,0.060198767,-0.726349427
851,0.060198767,-0.726349431
852,0.060198767,-0.726349431
